what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017108350
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017108691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017109043
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017109334
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017109676
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017112178
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017113931
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017143402
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017144441
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1367017145959
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1367017154195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017181241
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017200882
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017201295
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017383340
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017384123
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017384784
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017544403
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017545654
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1367017553260
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017577064
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017599710
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017600550
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017603426
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017604309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017691556
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1367017692343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017885156
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017886133
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1367017887836
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1367017896119
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017900605
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017901036
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017901464
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017901897
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017902328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017902866
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017904089
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017904634
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017906748
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1367017907959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017947476
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017948343
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1367017950222
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367017957364
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018079131
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1367018079974
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018143845
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018144775
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1367018149512
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018157555
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018316374
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1367018317787
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018333270
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018336056
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1367018337919
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1367018353970
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018614062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018615516
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1367018618898
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018631311
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018759289
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1367018760062
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018791696
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018792709
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1367018794379
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018800199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018931381
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1367018935812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018949977
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018951163
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1367018952587
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367018982104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1367019280773
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1367019284634
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1367019381379
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1367019424351
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1367019428279
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1367019538193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1367019539535
